userid,artid,artist,title,style,year,"Source (1 = classical, 2 = modern, 3 = nonhuman)","computerOrAnimal (0 = human, 1 = computer, 2 = animal)","Intent (0 = no, 1 = yes)",pref_ratings,user_age,user_gender,political_orientation,art_education,general_sophistication,am_i_an_artist
17,72,Computer,Cyclone ,Abstract,2017,3,1,0,2,20,1,3,1,1,0
17,73,Computer,Spiral ,Abstract,2017,3,1,0,5,20,1,3,1,1,0
17,74,Computer,Dress,Abstract,2017,3,1,0,5,20,1,3,1,1,0
17,75,Computer,Scream,Abstract,2017,3,1,0,3,20,1,3,1,1,0
17,76,Computer,Nest,Abstract,2017,3,1,0,3,20,1,3,1,1,0
17,77,Computer,Splatter,Abstract,2017,3,1,0,4,20,1,3,1,1,0
17,78,Computer,Heidegger,Abstract,2017,3,1,1,2,20,1,3,1,1,0
17,79,Computer,Tunnel,Abstract,2017,3,1,1,1,20,1,3,1,1,0
17,80,Computer,Volcano,Abstract,2017,3,1,1,5,20,1,3,1,1,0
17,81,Computer,Confidence,Abstract,2017,3,1,1,2,20,1,3,1,1,0
18,84,Computer,Boxes,Abstract ,2017,3,1,1,6,18,2,4,1,2,1
18,85,Insect 1,Untitled,Abstract,2017,3,2,0,2,18,2,4,1,2,1
18,86,Insect 2,Untitled,Abstract,2017,3,2,0,2,18,2,4,1,2,1
18,87,Turtle,Untitled,Abstract,2017,3,2,0,2,18,2,4,1,2,1
18,88,Snake,Untitled,Abstract,2017,3,2,0,2,18,2,4,1,2,1
18,89,Hippo,Untitled,Abstract,2017,3,2,0,2,18,2,4,1,2,1
18,90,Rhino,Untitled,Abstract,2017,3,2,0,4,18,2,4,1,2,1
18,91,Chimp,Untitled,Abstract,2017,3,2,0,1,18,2,4,1,2,1
19,80,Computer,Volcano,Abstract,2017,3,1,1,3,18,2,2,2,0,1
19,57,Matisse,Blue Nude II,Fauvism,1952,2,0,1,6,18,2,2,2,0,1
20,1,Durer,Self-Portrait,Northern Renaissance,1500,1,0,1,6,19,2,2,0,0,1
20,2,de Vinci,Mona Lisa,Renaissance,1503,1,0,1,5,19,2,2,0,0,1
20,3,Michelangelo,The Creation of Adam,Italian Renaissance,1512,1,0,1,2,19,2,2,0,0,1
20,4,Bruegel,Tower of Babel,Dutch and Flemish Renaissance,1563,1,0,1,7,19,2,2,0,0,1
20,5,Hals,Laughing Cavalier,Baroque,1624,1,0,1,2,19,2,2,0,0,1
20,6,Rembrandt,Belshazzar's Feast,Baroque,1635,1,0,1,4,19,2,2,0,0,1
20,7,Vermeer,Girl with the Pearl Earring,Dutch Golden Age,1665,1,0,1,5,19,2,2,0,0,1
20,8,Ricci,Venus and Cupid,Late Baroque,1700,1,0,1,3,19,2,2,0,0,1
20,9,Chardin,Saying Grace,Realism,1740,1,0,1,3,19,2,2,0,0,1
20,10,Hogarth,Marriage A-la-Mode,Rococo,1744,1,0,1,3,19,2,2,0,0,1
20,11,Gainsborough,Mr. and Mrs. Andrews,Rococo,1750,1,0,1,4,19,2,2,0,0,1
20,12,Greuze,The Village Bride,Rococo,1761,1,0,1,4,19,2,2,0,0,1
20,13,Fragonard,The Swing,Rococo,1767,1,0,1,3,19,2,2,0,0,1
20,14,David,Oath of Horatii,Neoclassical,1784,1,0,1,7,19,2,2,0,0,1
20,15,Lebrun,Self-Portrait with Her Daughter,Rococo / Neoclassicism,1789,1,0,1,5,19,2,2,0,0,1
20,16,David,The Death of Marat,Neoclassical,1793,1,0,1,4,19,2,2,0,0,1
20,17,Girodet,Jean-Baptiste Belley,Romanticism / Neoclassicism,1797,1,0,1,5,19,2,2,0,0,1
20,18,Goya,The Sleep of Reason Produces Monsters,Romanticism,1798,1,0,1,2,19,2,2,0,0,1
20,19,David,Rape of the Sabine Women,Neoclassical,1799,1,0,1,6,19,2,2,0,0,1
20,20,David,Napoleon Crossing the Alps,Neoclassical,1800,1,0,1,4,19,2,2,0,0,1
20,60,Frankenthaler,The Bay,Abstract Expressionism,1963,2,0,1,3,19,2,2,0,0,1
20,61,Sikander,Walled States,Contemporary Art,1969,2,0,1,4,19,2,2,0,0,1
20,62,Kanso,Faust,Modern,1976,2,0,1,2,19,2,2,0,0,1
20,63,Kiefer,Sulamite,New Symbolism / Neo-Expressionism,1983,2,0,1,3,19,2,2,0,0,1
20,64,Martin,Fiesta,Abstract Expressionism,1985,2,0,1,5,19,2,2,0,0,1
20,65,Warhol,Campbell's Soup Cans,Pop Art,1987,2,0,1,5,19,2,2,0,0,1
20,66,Xiaodong,Voiture de police avec pigeons ,Neo-Realist,1993,2,0,1,2,19,2,2,0,0,1
20,67,Rutu,Riding Death in My Sleep,Surrealism,2002,2,0,1,2,19,2,2,0,0,1
20,68,Marshall,7am Sunday Morning,Contemporary Art,2003,2,0,1,1,19,2,2,0,0,1
20,69,Taaffe,Large Cairene Window,Process - Based Abstraction,2010,2,0,1,3,19,2,2,0,0,1
20,70,Fathi,Untitled,Hurufiyya Movement,2013,2,0,1,5,19,2,2,0,0,1
20,71,Computer,Flower,Abstract,2017,3,1,0,1,19,2,2,0,0,1
20,72,Computer,Cyclone ,Abstract,2017,3,1,0,4,19,2,2,0,0,1
20,73,Computer,Spiral ,Abstract,2017,3,1,0,1,19,2,2,0,0,1
20,74,Computer,Dress,Abstract,2017,3,1,0,3,19,2,2,0,0,1
20,75,Computer,Scream,Abstract,2017,3,1,0,2,19,2,2,0,0,1
20,76,Computer,Nest,Abstract,2017,3,1,0,2,19,2,2,0,0,1
20,77,Computer,Splatter,Abstract,2017,3,1,0,2,19,2,2,0,0,1
20,78,Computer,Heidegger,Abstract,2017,3,1,1,1,19,2,2,0,0,1
20,79,Computer,Tunnel,Abstract,2017,3,1,1,1,19,2,2,0,0,1
20,80,Computer,Volcano,Abstract,2017,3,1,1,5,19,2,2,0,0,1
21,5,Hals,Laughing Cavalier,Baroque,1624,1,0,1,5,19,2,1,0,2,1
21,6,Rembrandt,Belshazzar's Feast,Baroque,1635,1,0,1,5,19,2,1,0,2,1
21,7,Vermeer,Girl with the Pearl Earring,Dutch Golden Age,1665,1,0,1,2,19,2,1,0,2,1
21,8,Ricci,Venus and Cupid,Late Baroque,1700,1,0,1,5,19,2,1,0,2,1
21,9,Chardin,Saying Grace,Realism,1740,1,0,1,5,19,2,1,0,2,1
21,10,Hogarth,Marriage A-la-Mode,Rococo,1744,1,0,1,4,19,2,1,0,2,1
21,11,Gainsborough,Mr. and Mrs. Andrews,Rococo,1750,1,0,1,4,19,2,1,0,2,1
21,12,Greuze,The Village Bride,Rococo,1761,1,0,1,5,19,2,1,0,2,1
21,13,Fragonard,The Swing,Rococo,1767,1,0,1,4,19,2,1,0,2,1
21,14,David,Oath of Horatii,Neoclassical,1784,1,0,1,7,19,2,1,0,2,1
21,15,Lebrun,Self-Portrait with Her Daughter,Rococo / Neoclassicism,1789,1,0,1,5,19,2,1,0,2,1
21,16,David,The Death of Marat,Neoclassical,1793,1,0,1,5,19,2,1,0,2,1
21,17,Girodet,Jean-Baptiste Belley,Romanticism / Neoclassicism,1797,1,0,1,5,19,2,1,0,2,1
21,18,Goya,The Sleep of Reason Produces Monsters,Romanticism,1798,1,0,1,5,19,2,1,0,2,1
21,19,David,Rape of the Sabine Women,Neoclassical,1799,1,0,1,5,19,2,1,0,2,1
22,30,Mount,The Power of Music ,American Realism,1847,1,0,1,3,19,2,1,2,3,2
22,31,Courbet,The Stonebreakers,Social Realism,1850,1,0,1,5,19,2,1,2,3,2
22,32,Hunt,The Awakening Conscience,Orientalist / Pre-Raphaelites,1853,1,0,1,5,19,2,1,2,3,2
22,33,Manet,Olympia,Impressionism / Realism ,1863,1,0,1,4,19,2,1,2,3,2
22,34,Bouquereau,Washerwomen of Fouesnant,Neoclassicism,1869,1,0,1,4,19,2,1,2,3,2
22,35,Bouquereau,Birth of Venus,Realism,1879,1,0,1,4,19,2,1,2,3,2
22,36,Dubuffet,Propitious Moment ,Art Brut,1901,2,0,1,5,19,2,1,2,3,2
22,37,Balla,Automobile in Corsa,Furturist,1913,2,0,1,6,19,2,1,2,3,2
22,38,Chirico,The Evil Genius of a King,Metaphysical,1915,2,0,1,3,19,2,1,2,3,2
22,39,Beckmann,The Night,New Objectivity,1919,2,0,1,2,19,2,1,2,3,2
22,40,Lissitzky,Of Two Squares: A Suprematist Tale in Six Constructions ,Suprematism / Constructivism,1920,2,0,1,5,19,2,1,2,3,2
22,41,Soutine,View of Cagnes,Expressionism,1925,2,0,1,5,19,2,1,2,3,2
22,42,Schapiro,Big Ox No 2,Abstract Expressionism,1923,2,0,1,4,19,2,1,2,3,2
22,43,Arp,Bottle and Bird or Winged Configuration,Surrealism / Constructivism,1925,2,0,1,4,19,2,1,2,3,2
22,44,Demuth,I Saw the Number Five in Gold,Futurism / Cubism,1928,2,0,1,6,19,2,1,2,3,2
22,45,Magritte,The Treachery of Images,Surrealism,1929,2,0,1,5,19,2,1,2,3,2
22,46,Doesburg,Counter - Composition,De Stijl,1930,2,0,1,4,19,2,1,2,3,2
22,47,Mondrian,"Composition with Red, Blue, and Yellow",Neo-Plasticism,1930,2,0,1,2,19,2,1,2,3,2
22,48,Dali,The Persistence of Memory,Surrealism ,1931,2,0,1,2,19,2,1,2,3,2
22,49,Picasso,Girl before a Mirror,Cubism,1932,2,0,1,1,19,2,1,2,3,2
22,50,Miro,Painting,Surrealism / Dada / Experimental,1933,2,0,1,3,19,2,1,2,3,2
22,51,Stella,Harran II,Abstract Expressionism,1936,2,0,1,2,19,2,1,2,3,2
22,52,Picasso,Guernica,Cubism,1937,2,0,1,5,19,2,1,2,3,2
22,54,Bacon,Three Studies for Figures at the Base of a Crucifixion,Post-War,1944,2,0,1,3,19,2,1,2,3,2
22,53,Pollock,Galaxy ,Abstract Expressionism / Drip Painting,1947,2,0,1,5,19,2,1,2,3,2
22,55,Kooning,Attic,Abstract Expressionism,1949,2,0,1,2,19,2,1,2,3,2
22,56,Kusama,Untitled,Abstract Expressionism / Minimalism / Pop Art / Feminist Art,1952,2,0,1,2,19,2,1,2,3,2
22,57,Matisse,Blue Nude II,Fauvism,1952,2,0,1,3,19,2,1,2,3,2
22,58,Oiticica,Metaschema,Neo-Concrete Movement,1957,2,0,1,6,19,2,1,2,3,2
22,59,Johns,Three Flags,Abstract Expressionism / Neo-Dada & Pop Art,1958,2,0,1,3,19,2,1,2,3,2
22,60,Frankenthaler,The Bay,Abstract Expressionism,1963,2,0,1,2,19,2,1,2,3,2
22,61,Sikander,Walled States,Contemporary Art,1969,2,0,1,5,19,2,1,2,3,2
22,62,Kanso,Faust,Modern,1976,2,0,1,5,19,2,1,2,3,2
22,63,Kiefer,Sulamite,New Symbolism / Neo-Expressionism,1983,2,0,1,4,19,2,1,2,3,2
22,64,Martin,Fiesta,Abstract Expressionism,1985,2,0,1,2,19,2,1,2,3,2
22,65,Warhol,Campbell's Soup Cans,Pop Art,1987,2,0,1,5,19,2,1,2,3,2
22,66,Xiaodong,Voiture de police avec pigeons ,Neo-Realist,1993,2,0,1,2,19,2,1,2,3,2
22,67,Rutu,Riding Death in My Sleep,Surrealism,2002,2,0,1,2,19,2,1,2,3,2
22,68,Marshall,7am Sunday Morning,Contemporary Art,2003,2,0,1,5,19,2,1,2,3,2
22,69,Taaffe,Large Cairene Window,Process - Based Abstraction,2010,2,0,1,2,19,2,1,2,3,2
22,70,Fathi,Untitled,Hurufiyya Movement,2013,2,0,1,2,19,2,1,2,3,2
22,71,Computer,Flower,Abstract,2017,3,1,0,1,19,2,1,2,3,2
22,72,Computer,Cyclone ,Abstract,2017,3,1,0,1,19,2,1,2,3,2
22,73,Computer,Spiral ,Abstract,2017,3,1,0,1,19,2,1,2,3,2
22,74,Computer,Dress,Abstract,2017,3,1,0,1,19,2,1,2,3,2
22,75,Computer,Scream,Abstract,2017,3,1,0,1,19,2,1,2,3,2
22,76,Computer,Nest,Abstract,2017,3,1,0,1,19,2,1,2,3,2
22,77,Computer,Splatter,Abstract,2017,3,1,0,1,19,2,1,2,3,2
22,78,Computer,Heidegger,Abstract,2017,3,1,1,1,19,2,1,2,3,2
22,79,Computer,Tunnel,Abstract,2017,3,1,1,1,19,2,1,2,3,2
22,80,Computer,Volcano,Abstract,2017,3,1,1,1,19,2,1,2,3,2
22,81,Computer,Confidence,Abstract,2017,3,1,1,1,19,2,1,2,3,2
22,82,Computer,Tracking,Abstract,2017,3,1,1,1,19,2,1,2,3,2
22,83,Computer,Lines,Abstract,2017,3,1,1,1,19,2,1,2,3,2
22,84,Computer,Boxes,Abstract ,2017,3,1,1,1,19,2,1,2,3,2
22,85,Insect 1,Untitled,Abstract,2017,3,2,0,3,19,2,1,2,3,2
22,86,Insect 2,Untitled,Abstract,2017,3,2,0,2,19,2,1,2,3,2
22,87,Turtle,Untitled,Abstract,2017,3,2,0,1,19,2,1,2,3,2
22,88,Snake,Untitled,Abstract,2017,3,2,0,1,19,2,1,2,3,2
22,89,Hippo,Untitled,Abstract,2017,3,2,0,4,19,2,1,2,3,2
22,90,Rhino,Untitled,Abstract,2017,3,2,0,2,19,2,1,2,3,2
23,70,Fathi,Untitled,Hurufiyya Movement,2013,2,0,1,1,19,2,3,3,1,2
23,71,Computer,Flower,Abstract,2017,3,1,0,1,19,2,3,3,1,2
23,72,Computer,Cyclone ,Abstract,2017,3,1,0,1,19,2,3,3,1,2
23,73,Computer,Spiral ,Abstract,2017,3,1,0,1,19,2,3,3,1,2
23,74,Computer,Dress,Abstract,2017,3,1,0,4,19,2,3,3,1,2
23,75,Computer,Scream,Abstract,2017,3,1,0,1,19,2,3,3,1,2
23,76,Computer,Nest,Abstract,2017,3,1,0,1,19,2,3,3,1,2
23,77,Computer,Splatter,Abstract,2017,3,1,0,4,19,2,3,3,1,2
23,78,Computer,Heidegger,Abstract,2017,3,1,1,1,19,2,3,3,1,2
23,79,Computer,Tunnel,Abstract,2017,3,1,1,4,19,2,3,3,1,2
23,80,Computer,Volcano,Abstract,2017,3,1,1,1,19,2,3,3,1,2
